DIB_CUST_ID,spend_1,spend_2,spend_3,spend_4,spend_5,spend_6,spend_7,visit_1,visit_2,visit_3,visit_4,visit_5,visit_6,visit_7,mean_s,mean_v,var_s,var_v,y
9.93E+14,13.29,5.41,23.02,29.4,7.59,8.92,22.36,15,11,16,18,8,11,15,15.71285714,13.42857143,84.84325714,12.28571429,1
9.93E+14,0,0,0,0,0,0,37.81,0,0,0,0,0,0,21,5.401428571,3,204.2280143,63,1
9.93E+14,9.75,12.45,0,13.85,13.91,45.81,23.72,6,11,0,11,6,25,10,17.07,9.857142857,209.4793,59.80952381,1
9.93E+14,70.61,74.6,65.16,45.19,49.75,66.2,53.71,32,31,26,17,28,27,26,60.74571429,26.71428571,125.1446286,23.9047619,1
9.93E+14,33.88,77.86,26.44,97.11,108.42,11.93,43.49,22,50,17,51,62,10,36,57.01857143,35.42857143,1395.039781,387.952381,1
9.93E+14,0,0,0,18.32,0,27.05,34.35,0,0,0,11,0,14,17,11.38857143,6,223.225081,59,0
9.93E+14,264.26,325.97,420.28,413.6,260.54,24.06,353.17,99,128,144,150,56,10,113,294.5542857,100,18273.91006,2571,1
9.93E+14,15.96,0,0,5.94,0,71.62,13.73,8,0,0,2,0,23,7,15.32142857,5.714285714,660.7865476,69.57142857,0
9.93E+14,85.59,39.51,0,35.08,130.44,28.98,8.15,43,19,0,22,54,13,5,46.82142857,22.28571429,2115.404648,387.9047619,1
9.93E+14,12.94,4.89,43.82,0,5.18,13.65,20.25,8,3,17,0,5,8,12,14.39,7.571428571,214.2101333,32.28571429,0
9.93E+14,0,0,0.42,0,7.61,0,1.87,0,0,2,0,6,0,2,1.414285714,1.428571429,7.930661905,4.952380952,0
9.93E+14,123.93,187.11,88.93,0,87.25,45.2,40.26,47,65,20,0,20,21,16,81.81142857,27,3783.673848,471.3333333,1
9.93E+14,62.4,64.28,53.65,60.72,7.02,37.77,39.42,44,42,35,40,9,31,28,46.46571429,32.71428571,417.8784619,143.2380952,1
9.93E+14,58.68,46.26,31.71,84.94,108.33,42.82,57.7,35,30,24,49,51,22,32,61.49142857,34.71428571,705.5864143,129.2380952,1
9.93E+14,7.51,8.3,10.03,4.75,7.43,14.97,12.62,9,9,15,10,13,20,14,9.372857143,12.85714286,12.01175714,15.80952381,1
9.93E+14,356.41,363.98,323.78,453.53,363.2,754.9,557.97,94,113,93,123,144,183,160,453.3957143,130,24029.58876,1151.333333,1
9.93E+14,2.24,15.35,31.56,16.91,4.56,22.92,27.24,3,20,18,18,3,6,14,17.25428571,11.71428571,121.1311286,56.23809524,1
9.93E+14,13.84,21.5,88.65,76.84,0.4,71.42,42.81,14,24,48,22,2,38,28,45.06571429,25.14285714,1189.040995,227.8095238,1
9.93E+14,182.29,75.38,235.78,279,0,14.68,27.91,113,59,152,178,0,9,15,116.4342857,75.14285714,13073.47786,5303.142857,0
9.93E+14,63.44,38.4,54.5,1.32,57.22,0,19.79,36,27,21,4,28,0,15,33.52428571,18.71428571,711.6357286,173.2380952,0
9.93E+14,242.21,232.23,241.14,149.62,116.67,231.07,234.56,137,133,119,94,57,139,124,206.7857143,114.7142857,2638.734495,880.9047619,1
9.93E+14,0,0,0,0,0,0,33.03,0,0,0,0,0,0,18,4.718571429,2.571428571,155.8544143,46.28571429,0
9.93E+14,0,0,108.05,112.18,66.35,153.28,90.96,0,0,39,50,44,69,29,75.83142857,33,3362.853081,656,1
9.93E+14,0,30.25,94.9,0,64.49,0,59.38,0,3,40,0,28,0,21,35.57428571,13.14285714,1457.884729,270.8095238,0
9.93E+14,0,32.37,0,51.46,11.06,1.97,12.84,0,17,0,24,7,3,5,15.67142857,8,377.9771476,83.33333333,1
9.93E+14,0,0,8.09,10.85,1.57,19.38,48.82,0,0,5,7,2,11,21,12.67285714,6.571428571,303.4005238,56.28571429,1
9.93E+14,0,0,0,0,0,0,26.82,0,0,0,0,0,0,11,3.831428571,1.571428571,102.7589143,17.28571429,0
9.93E+14,0,0,25.24,37.36,0,0,0.41,0,0,9,20,0,0,2,9.001428571,4.428571429,244.3025476,57.95238095,0
9.93E+14,2.76,0,0,8.06,0,0,1.62,4,0,0,4,0,0,2,1.777142857,1.428571429,8.849657143,3.619047619,1
9.93E+14,186.9,142,188.27,155.31,223.45,183.86,211.06,122,94,84,82,96,77,111,184.4071429,95.14285714,816.8607238,266.8095238,1
9.93E+14,0.79,0,0,1.87,0,0,22.48,2,0,0,2,0,0,5,3.591428571,1.285714286,69.86381429,3.571428571,0
9.93E+14,1.2,11.89,15.05,13.4,31.5,116.37,16.74,2,7,12,11,20,44,6,29.45,14.57142857,1548.701933,200.6190476,1
9.93E+14,16.63,4.04,1.75,4.25,0,22.45,31,15,4,4,7,0,28,28,11.44571429,12.28571429,143.6625619,136.2380952,1
9.93E+14,50.17,85.5,71.6,70.95,75.44,105.94,90.61,16,28,26,22,25,26,30,78.60142857,24.71428571,310.849781,20.9047619,1
9.93E+14,125.32,130.27,101.03,102.2,156.84,140.47,105.65,85,75,49,54,83,81,58,123.1114286,69.28571429,454.1397143,229.5714286,1
9.93E+14,96.57,17.54,14.54,3.46,6.44,6.5,80.45,49,13,13,4,5,7,57,32.21428571,21.14285714,1524.734062,491.4761905,0
9.93E+14,88.67,66.77,68.46,94.3,115.03,136.74,78.83,44,32,38,53,49,68,38,92.68571429,46,651.5448952,145,1
9.93E+14,114.98,88.9,85.58,89.62,104.55,17.38,140.65,61,55,53,50,65,17,74,91.66571429,53.57142857,1446.043062,325.952381,1
9.93E+14,17.74,1.5,5.87,2.28,10.35,50.68,12.99,10,3,9,5,9,29,8,14.48714286,10.42857143,288.6327905,73.28571429,1
9.93E+14,0,0,0,0,0,0,27.89,0,0,0,0,0,0,23,3.984285714,3.285714286,111.1217286,75.57142857,0
9.93E+14,9.14,24.58,4.58,44.75,2.78,141.21,63.69,9,16,3,26,4,70,42,41.53285714,24.28571429,2440.13599,595.5714286,1
9.93E+14,27.12,59.1,51.4,69.51,74.13,70.78,68.13,12,40,40,40,40,39,36,60.02428571,35.28571429,271.3770952,107.5714286,1
9.93E+14,13.82,11.89,3.13,16.61,6.08,46.85,58.16,8,5,4,13,6,23,32,22.36285714,13,455.3077238,113.3333333,1
9.93E+14,52.38,0,0,34.62,2.28,7.34,7.64,33,0,0,16,2,6,5,14.89428571,8.857142857,417.7956952,143.4761905,1
9.93E+14,0,0,0,0,0,0,3.48,0,0,0,0,0,0,2,0.497142857,0.285714286,1.730057143,0.571428571,0
9.93E+14,38.8,25.37,40.07,31.98,38.2,43.92,40.68,24,24,42,30,29,35,28,37.00285714,30.28571429,39.33182381,40.9047619,1
9.93E+14,128.53,134.95,87.33,122.28,26.97,0,93.2,101,111,74,110,30,0,86,84.75142857,73.14285714,2740.729848,1824.142857,1
9.93E+14,0,0,0,36.5,173.31,60.08,19.27,0,0,0,18,75,39,10,41.30857143,20.28571429,3900.793148,781.5714286,1
9.93E+14,52.12,41.46,26.42,24.28,27.1,31.1,19.68,34,26,20,20,18,19,13,31.73714286,21.42857143,126.8599238,45.28571429,1
9.93E+14,79.87,7.47,15.09,233.8,151.1,78.83,49.65,27,8,13,108,67,42,25,87.97285714,41.42857143,6443.517024,1248.285714,1
9.93E+14,30.08,63.82,21.61,24.78,32.87,18.63,1.52,26,31,18,16,15,12,3,27.61571429,17.28571429,358.3782952,83.9047619,0
9.93E+14,23.88,94.94,40.62,69.84,53.43,66.93,21.47,13,56,21,58,35,62,18,53.01571429,37.57142857,705.3594952,436.952381,1
9.93E+14,65.81,50.46,85.54,64.45,77.32,98.78,57.97,55,35,57,50,66,65,52,71.47571429,54.28571429,280.5015619,109.2380952,1
9.93E+14,30.46,164.91,57.6,84.84,113.26,147.37,80.29,20,74,31,46,61,75,31,96.96142857,48.28571429,2303.383914,489.9047619,0
9.93E+14,60.02,46.01,57.01,102.21,27.54,62.86,44.33,44,31,42,62,23,27,24,57.14,36.14285714,539.4112667,199.1428571,0
9.93E+14,9.55,0.86,5.34,6.08,38.29,14.5,20.81,9,2,4,5,30,11,13,13.63285714,10.57142857,160.9784571,88.95238095,1
9.93E+14,73.33,144.94,111.74,141.37,146.82,90.99,181.37,69,93,102,107,117,74,116,127.2228571,96.85714286,1381.163124,369.1428571,1
9.93E+14,125.65,113.99,160.39,123.4,106.32,142.47,150.24,79,82,118,92,80,97,112,131.78,94.28571429,391.0128,246.2380952,1
9.93E+14,0,10.35,5.89,10.26,15.99,6.39,0.93,0,7,7,9,15,5,2,7.115714286,6.428571429,31.67092857,23.95238095,1
9.93E+14,128.63,98.73,78.45,67.39,111.59,70.44,154.58,63,52,40,32,66,41,63,101.4014286,51,1053.742414,182.6666667,1
9.93E+14,2.04,9.12,1.76,16.49,29.1,4.53,11.36,2,5,2,12,10,5,10,10.62857143,6.571428571,94.66141429,16.61904762,1
9.93E+14,27.97,1.17,43.72,0,0,65.66,152.67,9,2,26,0,0,26,34,41.59857143,13.85714286,3033.567448,208.1428571,1
9.93E+14,0,104.09,60.06,99.08,71.08,113.27,85.36,0,61,41,52,43,68,48,76.13428571,44.71428571,1475.426795,481.2380952,1
9.93E+14,100.41,5.26,0,35.29,29.99,51.39,179.89,22,3,0,21,19,24,86,57.46142857,25,4023.875614,815.3333333,1
9.93E+14,50.27,156.46,12.21,95.41,59.99,100.58,107.22,32,78,9,64,35,57,54,83.16285714,47,2176.299324,535.3333333,1
9.93E+14,19.8,17.03,48.36,46.59,66.31,48.79,47.03,13,9,23,13,29,31,25,41.98714286,20.42857143,306.7064238,75.61904762,1
9.93E+14,0,0,0.46,9.71,21.06,1.13,0.57,0,0,2,6,14,2,2,4.704285714,3.714285714,64.1181619,24.57142857,1
9.93E+14,69.05,122.89,104.12,86.79,68.62,15.83,72.38,47,85,66,58,50,14,55,77.09714286,53.57142857,1138.95079,464.2857143,1
9.93E+14,43.15,78.99,132.98,67.41,83.39,73.73,85.34,25,47,36,40,35,29,46,80.71285714,36.85714286,733.3490905,67.14285714,1
9.93E+14,148.5,108.93,45.9,40.03,135.03,24.68,81.23,65,49,8,24,60,10,28,83.47142857,34.85714286,2382.561048,540.8095238,1
9.93E+14,0,18.19,0,28.56,1.8,45.69,39.53,0,15,0,9,2,15,15,19.11,8,373.9403333,52,0
9.93E+14,11.64,9.5,0,10.16,3.38,0,19.95,5,9,0,7,3,0,11,7.804285714,5,52.00732857,18.33333333,1
9.93E+14,100.03,240.28,100.88,138.17,156.1,205.61,96.7,61,95,57,71,78,92,65,148.2528571,74.14285714,3191.567857,221.4761905,1
9.93E+14,3.06,0,0,0,28.54,119.18,86.47,4,0,0,0,15,39,47,33.89285714,15,2410.62469,399.3333333,1
9.93E+14,48.34,0,15.8,29.81,8,73.97,14.29,29,0,13,21,3,35,13,27.17285714,16.28571429,674.3745905,166.2380952,1
9.93E+14,0,5.6,32.26,23.14,7.95,17.34,42.53,0,7,22,21,10,16,26,18.40285714,14.57142857,234.9250238,86.61904762,1
9.93E+14,9,7.18,20.72,1.53,32.64,15.63,23.84,9,7,15,3,18,12,18,15.79142857,11.71428571,116.1065476,32.57142857,1
9.93E+14,53.57,71.06,105.77,88.15,210.81,163.68,101.45,31,50,68,63,65,93,50,113.4985714,60,3037.934148,371.3333333,1
9.93E+14,0,0,0,18.4,9.89,25.86,88.48,0,0,0,14,8,16,57,20.37571429,13.57142857,1004.605662,412.6190476,1
9.93E+14,4.43,6.75,0,7.03,2.41,6.45,9.46,5,5,0,3,3,3,7,5.218571429,3.714285714,10.14601429,4.904761905,1
9.93E+14,5.87,40.83,34.64,55.7,15.61,20.29,8.73,6,31,22,35,15,22,10,25.95285714,20.14285714,336.7798238,112.4761905,1
9.93E+14,22.02,0,33.01,17.41,0.37,17.25,19.14,10,0,20,14,2,3,15,15.6,9.142857143,139.6946,58.14285714,1
9.93E+14,106.55,100.13,125.79,104.17,118.33,129.98,126.65,50,42,42,47,54,45,49,115.9428571,47,148.5368905,19.33333333,1
9.93E+14,86.24,58.62,69.42,121.42,41.93,3.12,53.41,59,35,41,91,29,3,34,62.02285714,41.71428571,1354.706424,748.9047619,1
9.93E+14,4.37,27.75,10.04,8.65,0,18.02,8.06,11,8,9,10,0,15,7,10.98428571,8.571428571,84.9809619,20.95238095,1
9.93E+14,42.86,51.03,44.7,62.12,18.28,79.52,24.78,27,42,35,44,19,50,14,46.18428571,33,439.7907286,181.3333333,1
9.93E+14,36.69,15.57,50.33,34.04,31.23,27.6,42.31,15,12,38,21,14,9,19,33.96714286,18.28571429,121.8754905,91.9047619,1
9.93E+14,105.41,91.73,97.15,36.51,0,18.61,2.12,59,51,46,21,0,10,3,50.21857143,27.14285714,2165.709281,598.4761905,0
9.93E+14,0,2.94,0,30.29,7.43,6.14,0.98,0,2,0,22,8,6,2,6.825714286,5.714285714,115.6433286,60.57142857,1
9.93E+14,27.22,73.8,22.21,42.88,47.57,35.76,26.74,16,48,11,30,35,31,24,39.45428571,27.85714286,313.2620619,151.8095238,1
9.93E+14,0,0,0,0,0,0,4.42,0,0,0,0,0,0,3,0.631428571,0.428571429,2.790914286,1.285714286,1
9.93E+14,74.68,45.98,75.24,22.79,43.57,40.36,40.52,46,30,34,13,30,27,27,49.02,29.57142857,370.0211,96.28571429,1
9.93E+14,45.54,29.57,63.47,75.41,47.65,18.34,72.53,32,27,34,53,30,17,33,50.35857143,32.28571429,463.1607476,116.5714286,1
9.93E+14,0,0,0,0,22.99,21.17,82.84,0,0,0,0,20,18,40,18.14285714,11.14285714,922.5052905,242.4761905,1
9.93E+14,0,0,0,0,68.56,69.22,82.7,0,0,0,0,48,50,51,31.49714286,21.28571429,1564.44699,705.5714286,1
9.93E+14,156.42,128.18,139.15,57.26,133.1,177.78,134.45,87,78,69,32,70,89,78,132.3342857,71.85714286,1391.726262,366.4761905,1
9.93E+14,32.06,37.56,75.31,1.67,34.69,7.99,11.37,12,28,31,4,27,4,10,28.66428571,16.57142857,626.3343952,137.952381,1
9.93E+14,0,0,0,0,0,0,23.09,0,0,0,0,0,0,10,3.298571429,1.428571429,76.16401429,14.28571429,0
9.93E+14,10.18,18.37,36.71,24.05,17.6,26.58,39.05,9,10,30,33,10,21,22,24.64857143,19.28571429,109.2350476,98.57142857,0
9.93E+14,28.06,97.89,97.59,60.13,143.22,120.32,106.54,24,57,59,39,85,71,52,93.39285714,55.28571429,1465.550457,400.2380952,1
9.93E+14,17.66,21.59,53.53,22.9,0.5,21.9,28.19,12,15,23,11,2,11,15,23.75285714,12.71428571,248.8371905,39.57142857,1
9.93E+14,6.69,41.01,0.87,19.73,11.04,31.98,68.59,3,32,2,17,10,23,63,25.70142857,21.42857143,556.9753476,451.6190476,1
9.93E+14,0,22.71,21.41,23.2,0,0,16.38,0,9,11,21,0,0,13,11.95714286,7.714285714,129.9772905,65.9047619,0
9.93E+14,18.87,38.29,25.01,36.03,35.38,25.35,25.66,17,31,17,33,20,15,11,29.22714286,20.57142857,53.18055714,68.61904762,1
9.93E+14,34.58,0,0,26.34,0,4.44,7.75,23,0,0,16,0,7,7,10.44428571,7.571428571,200.9610619,80.28571429,0
9.93E+14,90.32,178.13,143.41,189.49,161.05,156.66,160.46,67,124,115,116,77,98,105,154.2171429,100.2857143,1017.877857,450.5714286,1
9.93E+14,127.05,111.41,106.43,126.31,184.45,174.04,200.11,67,46,46,49,86,74,104,147.1142857,67.42857143,1448.816062,497.2857143,1
9.93E+14,79.96,170.89,89.19,160.59,99.28,55.21,100.17,40,90,47,67,67,32,45,107.8985714,55.42857143,1797.496214,404.952381,1
9.93E+14,27.54,11.88,39.08,20.77,74.66,39.81,7.53,14,8,21,12,26,26,4,31.61,15.85714286,513.2555333,75.47619048,1
9.93E+14,0,0,56.88,43.98,2.93,38.32,14.99,0,0,19,15,3,17,9,22.44285714,9,557.5848905,66.33333333,1
9.93E+14,10.55,39.25,45.21,0,28,7.31,66.28,11,24,29,0,18,7,35,28.08571429,17.71428571,567.4386952,156.5714286,1
9.93E+14,146.13,200.72,165.32,161.4,114.68,87.01,173.75,107,126,116,102,69,73,98,149.8585714,98.71428571,1455.220448,444.5714286,1
9.93E+14,80.14,51.46,44.96,65.3,20.09,44.41,73.23,32,20,13,24,6,8,21,54.22714286,17.71428571,418.4084571,85.57142857,1
9.93E+14,40.21,2.79,79.47,89.99,36.66,23.3,47.83,30,5,39,43,19,9,40,45.75,26.42857143,926.9043667,241.2857143,1
9.93E+14,9.84,53.7,3.39,46.39,3.27,30.42,45.42,5,21,3,20,4,15,22,27.49,12.85714286,475.5308,73.80952381,1
9.93E+14,0,0,0,7.07,0,17.01,4.74,0,0,0,7,0,9,3,4.117142857,2.714285714,40.52275714,14.57142857,0
9.93E+14,140.17,48.86,129.65,284.17,428.27,315.41,149.71,54,19,66,147,157,134,43,213.7485714,88.57142857,17514.87041,3130.285714,1
9.93E+14,173.36,174.56,225.52,152.33,141.16,222.23,285.64,77,86,75,54,46,82,70,196.4,70,2580.0651,217.6666667,1
9.93E+14,69.85,43.13,64.29,50.03,39.62,34.71,22.63,49,35,43,33,35,11,18,46.32285714,32,273.5700238,177.6666667,0
9.93E+14,101.3,66.07,45.14,19.58,63.61,61.02,73.98,40,46,23,10,27,20,42,61.52857143,29.71428571,631.714681,176.2380952,1
9.93E+14,179.8,114.41,100.93,111.01,170.47,161.01,152.77,114,87,67,73,104,93,86,141.4857143,89.14285714,1020.539262,269.8095238,1
9.93E+14,98.46,137.93,118.62,66.31,106.55,106.64,102.62,33,62,55,27,41,47,43,105.3042857,44,469.9475619,145.6666667,1
9.93E+14,107.34,144.01,73.77,59.57,117.55,91.4,95.16,57,67,49,38,44,48,45,98.4,49.71428571,783.4702667,91.23809524,1
9.93E+14,343.65,240.11,159.26,236.8,160.77,248.01,198.67,154,147,102,132,84,126,123,226.7528571,124,4015.639424,597,1
9.93E+14,47.68,15.63,0,1.02,20.57,28.13,64.14,21,6,0,2,12,12,32,25.31,12.14285714,560.4847333,126.8095238,0
9.93E+14,8.82,26.19,3.66,0,0,0,1.07,6,14,4,0,0,0,2,5.677142857,3.714285714,92.10655714,25.9047619,1
9.93E+14,93.02,183.57,125.99,110.37,116.36,188.59,164.9,57,107,66,101,54,72,86,140.4,77.57142857,1453.068333,438.2857143,1
9.93E+14,90.99,56.57,113.23,76.78,99.53,111.37,56.17,78,56,86,78,95,75,57,86.37714286,75,572.1728905,204,1
9.93E+14,191.93,139.05,189.03,143.35,53.53,88.44,106.07,42,49,50,48,28,25,32,130.2,39.14285714,2621.208367,112.8095238,1
9.93E+14,58.24,65.72,55.55,106.3,35.35,14.97,48.56,40,34,34,68,21,15,31,54.95571429,34.71428571,797.8986286,287.9047619,1
9.93E+14,121.42,180.55,138.95,146.17,178.55,153.56,107.6,96,129,110,90,120,88,76,146.6857143,101.2857143,739.2558286,360.9047619,1
9.93E+14,55.32,48.02,37.07,37.36,57.08,65.13,53.43,45,42,28,31,35,51,32,50.48714286,37.71428571,108.0540571,71.23809524,1
9.93E+14,208.15,190.67,224.49,176.49,110.93,163.82,112.08,108,107,115,118,65,101,66,169.5185714,97.14285714,1962.418814,497.8095238,1
9.93E+14,0,0,36.34,14.32,0,57.16,8.76,0,0,16,8,0,23,7,16.65428571,7.714285714,488.0174286,80.23809524,0
9.93E+14,36.75,66.11,37.31,30.54,51.89,104.99,40.8,25,47,19,19,35,67,27,52.62714286,34.14285714,673.1035571,306.4761905,1
9.93E+14,54.02,34.18,154.14,62.7,91.2,48.76,81.09,31,18,75,21,41,27,43,75.15571429,36.57142857,1584.793062,374.6190476,1
9.93E+14,1.77,10.02,2.28,1.02,24.44,2.06,54.49,2,10,2,2,19,3,32,13.72571429,10,393.6204619,134.3333333,1
9.93E+14,124.78,252.88,186.13,159.76,217.23,84.77,304.85,43,97,73,66,92,42,122,190.0571429,76.42857143,5690.38379,860.952381,1
9.93E+14,23.87,66.2,46.71,122.05,186.14,48.9,113.01,10,21,14,31,67,17,30,86.69714286,27.14285714,3204.341857,369.8095238,1
9.93E+14,18.09,17.65,0,0,17.64,21.22,16.49,11,5,0,0,6,9,4,13.01285714,5,81.13459048,17.33333333,0
9.93E+14,60.46,101.02,64.5,26.17,23.53,70.53,98.15,35,58,45,13,11,38,62,63.48,37.42857143,943.1937333,397.6190476,1
9.93E+14,0,27.29,0,40.73,26.85,5.08,10.8,0,27,0,25,19,6,9,15.82142857,12.28571429,252.4704476,129.2380952,0
9.93E+14,0,0,0,41.72,2.37,80.86,63.06,0,0,0,25,3,44,31,26.85857143,14.71428571,1201.899748,335.9047619,1
9.93E+14,54.1,54.02,34.4,6.06,62.54,71.34,26.83,32,36,25,5,48,22,11,44.18428571,25.57142857,519.9653952,216.952381,1
9.93E+14,168.96,72.52,96.6,92.89,129.43,67.21,164.26,78,33,32,43,52,36,79,113.1242857,50.42857143,1739.612095,414.2857143,1
9.93E+14,34.74,94.69,166.06,160.42,173.9,132.91,161.77,23,59,103,110,101,75,103,132.07,82,2576.996733,1014.333333,1
9.93E+14,31.67,34.89,56.06,1.77,0,8.25,26.07,16,19,21,3,0,8,14,22.67285714,11.57142857,419.2426238,64.95238095,0
9.93E+14,225.49,216.88,205.91,220.11,159.53,166.02,226.16,125,137,121,139,88,97,169,202.8714286,125.1428571,798.850981,740.8095238,1
9.93E+14,26.81,35.47,23.84,6.11,11.02,13.01,32.56,23,27,15,7,8,7,23,21.26,15.71428571,128.2526,74.23809524,1
9.93E+14,114.28,94.08,100.21,78.05,89.84,136.43,111.27,25,23,25,28,29,34,25,103.4514286,27,365.801381,13.66666667,1
9.93E+14,45.44,1.77,84.75,67.4,64.52,135.73,159.85,36,3,48,37,57,82,89,79.92285714,50.28571429,2869.515524,861.9047619,1
9.93E+14,141.29,133.17,170.53,142.81,141.71,173.47,122.31,83,78,98,72,98,124,69,146.47,88.85714286,355.2274667,372.1428571,1
9.93E+14,31.76,4.97,4.74,1.97,1.03,44.82,25.23,16,5,5,3,2,20,15,16.36,9.428571429,305.441,53.61904762,0
9.93E+14,77.35,37.23,28.89,29.12,0,85.31,27.06,43,29,25,20,0,49,27,40.70857143,27.57142857,910.2378476,253.952381,1
9.93E+14,11.95,6.57,32.55,12.24,60.86,20.92,47.13,17,7,13,23,39,20,36,27.46,22.14285714,413.2915333,136.8095238,1
9.93E+14,107.34,109.11,174.09,187.19,150.3,203.43,125.84,60,66,86,115,66,99,64,151.0428571,79.42857143,1481.039924,444.6190476,1
9.93E+14,26.39,74.55,206.97,20.76,55.34,86.96,77.94,14,34,74,13,33,40,46,78.41571429,36.28571429,3862.954029,430.9047619,1
9.93E+14,0,0,58.07,11.73,55.56,128.15,15.08,0,0,27,13,20,14,9,38.37,11.85714286,2156.777,98.47619048,0
9.93E+14,129.38,96.84,113.84,170.15,164.67,250.94,123.55,91,65,68,116,97,136,85,149.91,94,2678.062733,644,1
9.93E+14,0,6.96,12.97,0,0,2.39,10.37,0,2,5,0,0,3,7,4.67,2.428571429,29.54153333,7.619047619,0
9.93E+14,109.84,248.03,145.01,147.92,78.43,170.97,153.25,79,133,82,94,46,97,82,150.4928571,87.57142857,2803.800157,676.2857143,1
9.93E+14,0,0,0,0,0,7.26,55.32,0,0,0,0,0,7,34,8.94,5.857142857,425.5908,160.8095238,1
9.93E+14,0,2.05,9.36,17.59,7.18,15.45,26.23,0,4,5,7,7,5,13,11.12285714,5.857142857,85.57705714,15.47619048,1
9.93E+14,53.87,64.15,95.51,147.43,63.6,123.42,131.03,27,37,30,53,27,37,54,97.00142857,37.85714286,1409.390281,131.4761905,1
9.93E+14,148.02,293.19,247.85,430.64,183.12,297.37,194.3,78,124,113,155,99,138,98,256.3557143,115,9072.884029,688,1
9.93E+14,59.25,65.76,63.87,52.66,63.27,62.08,164.77,6,28,23,18,23,15,62,75.95142857,25,1552.204714,316,1
9.93E+14,79.28,46.32,48.07,34.96,49.38,77.04,64.32,45,28,35,26,38,45,43,57.05285714,37.14285714,281.5326905,61.80952381,1
9.93E+14,50.61,20.85,88.47,26.14,12.72,9.91,35.35,22,14,31,18,10,7,19,34.86428571,17.28571429,751.2225286,63.9047619,0
9.93E+14,3.94,0,17.44,3.52,2.86,7.59,6.46,5,0,9,7,3,8,5,5.972857143,5.285714286,31.64362381,9.571428571,1
9.93E+14,5.76,5.98,5.86,21.07,24.42,26.08,36.15,6,7,7,14,14,15,15,17.90285714,11.14285714,147.8269571,17.80952381,0
9.93E+14,93.79,96.23,137.98,126.78,121.82,101.4,98.95,65,110,108,87,83,40,74,110.9928571,81,307.6167238,599.3333333,1
9.93E+14,43.63,153.77,190.78,196.89,169.68,340.48,272.69,28,80,98,77,93,137,127,195.4171429,91.42857143,8745.703524,1291.619048,1
9.93E+14,21.14,0,14.88,0,7.37,79.3,19.86,13,0,13,0,4,39,11,20.36428571,11.42857143,750.4352619,180.2857143,1
9.93E+14,0,21.97,22.63,0,56.13,25.84,42.99,0,11,9,0,24,14,17,24.22285714,10.71428571,425.6654571,76.57142857,1
9.93E+14,0,0,0,12.15,0.96,16.09,61.81,0,0,0,6,2,9,39,13.00142857,8,507.441381,199,1
9.93E+14,7.92,107.52,44.82,12.95,29.42,43.44,13.61,6,46,34,14,21,32,10,37.09714286,23.28571429,1184.037957,212.2380952,1
9.93E+14,28.45,2.8,9.71,0,30.7,35.18,20.34,14,4,6,0,27,22,11,18.16857143,12,199.114281,95.66666667,1
9.93E+14,144.01,125.69,0,115.77,6.61,12.39,10.92,35,34,0,24,6,7,13,59.34142857,17,4267.693948,198,1
9.93E+14,0,0,0,0,0,14.12,91.46,0,0,0,0,0,9,33,15.08285714,6,1161.976324,153,1
9.93E+14,55.47,79.86,160.55,104.08,10.98,144.39,78.94,42,64,85,63,9,68,40,90.61,53,2632.140133,616,1
9.93E+14,16.76,27.19,23.02,48.48,28.46,30.89,20.95,12,24,20,37,20,22,23,27.96428571,22.57142857,104.9136286,55.95238095,1
9.93E+14,58.95,62.96,85.6,60.27,62.53,59.15,85.17,35,36,48,34,24,39,34,67.80428571,35.71428571,146.6001952,50.9047619,1
9.93E+14,12.45,49.32,51.05,0,75.04,28.44,38.99,9,20,25,0,23,15,19,36.47,15.85714286,640.5327333,76.80952381,1
9.93E+14,89.07,60.07,63.41,28.19,76,84.23,18.22,50,43,26,29,47,45,16,59.88428571,36.57142857,742.8569286,165.6190476,1
9.93E+14,37.76,37.43,23.49,56.62,39.26,53.13,34.21,35,33,28,40,33,44,8,40.27142857,31.57142857,127.729981,134.952381,1
9.93E+14,13.13,19.79,13.72,34.84,46.85,14.11,33.09,10,10,10,18,24,4,19,25.07571429,13.57142857,175.5879286,47.95238095,1
9.93E+14,0,0,0,0,35.3,94.99,39.04,0,0,0,0,33,66,24,24.19,17.57142857,1282.869833,643.2857143,1
9.93E+14,0,0,0,59.42,8.95,5.81,80.63,0,0,0,6,10,8,47,22.11571429,10.14285714,1120.343029,281.4761905,0
9.93E+14,0,0,0,0,23.75,140.78,71.41,0,0,0,0,15,85,41,33.70571429,20.14285714,2921.655462,1048.47619,1
9.93E+14,44.43,16.35,67.59,69.39,104.22,45.49,94.58,26,15,36,42,54,31,56,63.15,37.14285714,930.9658333,219.4761905,1
9.93E+14,97.77,59.58,73.89,135.59,147.74,137.73,133.9,78,57,61,111,116,108,92,112.3142857,89,1229.584762,585.3333333,1
9.93E+14,0,0,0,0,0,8.21,1.47,0,0,0,0,0,9,2,1.382857143,1.571428571,9.363157143,11.28571429,0
9.93E+14,21.8,30.8,12.61,71.19,57.16,58.87,51.54,16,25,13,36,48,43,22,43.42428571,29,473.4236952,182.6666667,1
9.93E+14,50.91,26.99,106.26,29.71,75.69,36.67,81.26,28,19,53,12,39,25,42,58.21285714,31.14285714,908.3092238,203.1428571,1
